title,author,secondary_author,illustrator,translators,series,lc_bib,naf_label,naf_lccn,genre,genre_uris,subject,subject_uris,lccn,oclc,isbn,date,creator_has_awards,creator_wiki,state,date_ban,ban_status,challenge_origin,district,marc_file
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Colorado,May 2023,Banned Pending Investigation,Informal Challenge,Academy School District 20,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,September 2022,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,October 2022,Banned from Libraries and Classrooms,Administration,Hernando County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,March 2023,Banned from Libraries and Classrooms,Administration,Martin County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,May 2023,Banned from Libraries,Informal Challenge,Orange County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,January 2023,Banned Pending Investigation,Formal Challenge,St. John's County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Florida,June 2023,Banned from Libraries and Classrooms,Administration,Volusia County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Idaho,February 2023,Banned Pending Investigation,Administration,Kuna School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Michigan,February 2023,Banned from Libraries and Classrooms,Formal Challenge,Chippewa Valley Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,North Carolina,February 2023,Banned Pending Investigation,Administration,Pender County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,North Dakota,September 2022,Banned Pending Investigation,Informal Challenge,Williston Basin School District #7,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Pennsylvania,February 2023,Banned Pending Investigation,Administration,Penncrest School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,South Carolina,October 2022,Banned Pending Investigation,Informal Challenge,Beaufort County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Texas,Spring 2023,Banned from Libraries and Classrooms,Administration,Conroe Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Texas,October 2022,Banned from Libraries and Classrooms,Informal Challenge,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
Identical,"Hopkins, Ellen",,,,,14999743,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Sisters--Fiction|Secrets--Fiction|Family problems--Fiction|Twins--Fiction|California--Fiction|Emotional problems--Fiction|Novels in verse|Sexual abuse--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2009007084|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj2023050128,  2007032463,,1416950052|9781416950059,2008,1,Q3723492,Texas,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge,Keller Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14999743.xml
