title,author,secondary_author,illustrator,translators,series,lc_bib,naf_label,naf_lccn,genre,genre_uris,subject,subject_uris,lccn,oclc,isbn,date,creator_has_awards,creator_wiki,state,date_ban,ban_status,challenge_origin,district,marc_file
Crank,"Hopkins, Ellen",,,,Crank,18288018,"Hopkins, Ellen",n00012116,Young adult fiction|Fiction,http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,High schools--Juvenile fiction|Pregnancy--Fiction|Schools--Fiction|Drug abuse--Juvenile fiction|Drug abuse--Fiction|Family problems--Fiction|Cocaine abuse--Juvenile fiction|Pregnancy--Juvenile fiction|Schools--Juvenile fiction|High schools--Fiction|Cocaine abuse--Fiction,http://id.loc.gov/authorities/subjects/sh2008111273|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/subjects/sh85039675|http://id.loc.gov/authorities/subjects/sh85106276|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj2021054020|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh85027560|http://id.loc.gov/authorities/childrensSubjects/sj2021051867|http://id.loc.gov/authorities/subjects/sh2008105601,  2014378269,,9781442471818|1442471816,2013,1,Q3723492,Wyoming,March 2023,Banned from Libraries,Formal Challenge,Natrona County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18288018.xml
Crank,"Hopkins, Ellen",,,,Crank,18288018,"Hopkins, Ellen",n00012116,Young adult fiction|Fiction,http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,High schools--Juvenile fiction|Pregnancy--Fiction|Schools--Fiction|Drug abuse--Juvenile fiction|Drug abuse--Fiction|Family problems--Fiction|Cocaine abuse--Juvenile fiction|Pregnancy--Juvenile fiction|Schools--Juvenile fiction|High schools--Fiction|Cocaine abuse--Fiction,http://id.loc.gov/authorities/subjects/sh2008111273|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/subjects/sh85039675|http://id.loc.gov/authorities/subjects/sh85106276|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj2021054020|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh85027560|http://id.loc.gov/authorities/childrensSubjects/sj2021051867|http://id.loc.gov/authorities/subjects/sh2008105601,  2014378269,,9781442471818|1442471816,2013,1,Q3723492,Wyoming,February 2023,Banned Pending Investigation,Administration,Park County School District #1,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18288018.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Florida,September 2022,Banned from Libraries and Classrooms,Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Florida,October 2022,Banned from Libraries and Classrooms,Administration,Hernando County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Florida,June 2023,Banned from Libraries and Classrooms,Administration,Volusia County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,North Dakota,September 2022,Banned Pending Investigation,Informal Challenge,Williston Basin School District #7,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Pennsylvania,February 2023,Banned Pending Investigation,Administration,Penncrest School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,South Carolina,October 2022,Banned Pending Investigation,Informal Challenge,Beaufort County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,South Carolina,June 2023,Banned from Libraries and Classrooms,Formal Challenge,Horry County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Texas,Spring 2023,Banned from Libraries and Classrooms,Administration,Conroe Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Texas,October 2022,Banned from Libraries and Classrooms,Informal Challenge,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Texas,January 2023,Banned from Libraries and Classrooms,Formal Challenge,Keller Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Utah,November 2022,Banned from Libraries and Classrooms,Legislative Action,Alpine School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Utah,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge,Canyons School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Utah,December 2022,Banned from Libraries and Classrooms,Formal Challenge,Davis School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Utah,November 2022,Banned from Libraries and Classrooms,Administration,Washington County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Fallout,"Hopkins, Ellen",,,,Crank,16027138,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Siblings--Fiction|Drug abuse--Fiction|Family problems--Fiction|Emotional problems--Fiction|Novels in verse|Mothers--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj96004933|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj2021051492|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/childrensSubjects/sj96005408|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2009048408,,9781416950097,2010,1,Q3723492,Wyoming,March 2023,Banned from Libraries,Formal Challenge,Natrona County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/16027138.xml
Flirtin' With the Monster: Your Favorite Authors on Ellen Hopkins' Crank and Glass,"Hopkins, Ellen",,,,,17275292,"Hopkins, Ellen",n00012116,,,,,  2011278125,,9781933771670|1933771674,2009,1,Q3723492,Florida,March 2023,Banned from Libraries and Classrooms,Administration,Martin County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/17275292.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Florida,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Florida,October 2022,Banned from Libraries and Classrooms,Administration,Hernando County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Florida,January 2023,Banned from Libraries,Administration,Volusia County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Pennsylvania,February 2023,Banned Pending Investigation,Administration,Penncrest School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,South Carolina,October 2022,Banned from Libraries,Informal Challenge,Beaufort County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,South Carolina,June 2023,Banned from Libraries and Classrooms,Formal Challenge,Horry County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Texas,Spring 2023,Banned from Libraries and Classrooms,Administration,Conroe Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Texas,November 2022,Banned from Libraries and Classrooms,Informal Challenge,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Texas,January 2023,Banned from Libraries and Classrooms,Formal Challenge,Keller Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Utah,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge,Canyons School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
Glass,"Hopkins, Ellen",,,,Crank,15064774,"Hopkins, Ellen",n00012116,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Teenagers--Fiction|Drug abuse--Fiction|Family problems--Fiction|Babies--Fiction|Methamphetamine--Fiction|Novels in verse,http://id.loc.gov/authorities/subjects/sh2008112709|http://id.loc.gov/authorities/subjects/sh2008102435|http://id.loc.gov/authorities/childrensSubjects/sj2021052328|http://id.loc.gov/authorities/childrensSubjects/sj96005445|http://id.loc.gov/authorities/subjects/sh85084377|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj96004876|http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/childrensSubjects/sj96005305,  2007299868,,9781416940906|1416940901,2007,1,Q3723492,Utah,December 2022,Banned from Libraries and Classrooms,Formal Challenge,Davis School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/15064774.xml
